state,district,latitude,longitude,date,rainfall_mm,river_level_mm
Odisha,Mysuru,21.8987,84.3536,26-07-2024,7.8,3656
Karnataka,Ujjain,14.6147,74.7528,11-08-2024,9.2,3175
Bihar,Agra,25.6086,85.3254,11-08-2024,55.3,4348
Kerala,Kolkata,9.2032,76.3305,15-09-2024,41.3,3978
Assam,Gwalior,24.846,90.8187,25-08-2024,50.0,5241
Kerala,Nashik,8.8109,76.448,12-11-2024,21.8,3540
Kerala,Kota,11.1061,75.0181,26-06-2024,77.7,4311
Maharashtra,Lucknow,19.6324,74.7489,23-07-2024,134.2,4799
Karnataka,Gaya,16.2582,75.3014,02-09-2024,109.5,4951
Uttar Pradesh,Udaipur,27.5334,79.5772,26-11-2024,0.0,3926
Kerala,Gwalior,9.9714,77.2239,24-10-2024,0.0,3588
Assam,Mangaluru,25.3636,91.7,04-07-2024,66.0,4687
Assam,Trichy,25.7188,92.8597,23-10-2024,2.3,3857
Odisha,Nagpur,22.125,83.1159,12-06-2024,36.0,3907
West Bengal,Mysuru,22.4906,87.6391,19-10-2024,0.0,3417
West Bengal,Trichy,22.9267,88.3689,24-06-2024,2.0,3592
Karnataka,Agra,15.4083,76.546,08-10-2024,7.0,3492
West Bengal,Ujjain,23.3304,89.3784,22-11-2024,12.2,4091
Assam,Chennai,26.8926,92.1038,09-06-2024,89.5,5160
Assam,Prayagraj,26.27,91.0148,30-09-2024,99.0,5473
Bihar,Patna,25.9362,84.9463,17-09-2024,60.0,4592
Karnataka,Bengaluru,16.7842,75.7894,16-07-2024,61.8,3899
Uttar Pradesh,Mangaluru,27.1959,81.3951,18-11-2024,9.1,4289
Odisha,Darbhanga,21.5558,85.9311,28-11-2024,23.1,3799
Assam,Chennai,27.2757,92.0408,21-06-2024,67.4,4677
Kerala,Indore,10.3518,76.1023,05-09-2024,31.6,4128
Karnataka,Pune,15.1424,75.9127,03-07-2024,27.4,3563
Tamil Nadu,Trichy,12.4839,79.0988,17-09-2024,67.0,3748
Uttar Pradesh,Alwar,25.3318,82.3215,25-06-2024,44.6,3862
Maharashtra,Ajmer,20.935,75.5545,02-07-2024,27.6,3691
Assam,Asansol,24.9443,92.7079,17-07-2024,73.9,5094
Karnataka,Ujjain,15.8075,77.0,03-07-2024,40.2,3901
Bihar,Darbhanga,26.1733,84.6309,20-10-2024,26.8,4522
West Bengal,Howrah,22.9654,89.2033,17-06-2024,102.1,4943
Assam,Muzaffarpur,27.6169,90.5732,30-10-2024,0.0,4198
Gujarat,Nizamabad,22.7811,70.0781,08-11-2024,17.9,3419
Uttar Pradesh,Madurai,27.3967,81.5668,03-09-2024,83.4,4709
Kerala,Hubballi,10.2892,76.973,01-10-2024,1.8,3404
West Bengal,Belagavi,22.7354,89.5787,20-07-2024,69.0,4203
Gujarat,Siliguri,21.8671,71.9798,07-09-2024,120.4,3931
Uttar Pradesh,Kota,25.3902,81.5275,12-06-2024,118.3,5085
Odisha,Mumbai,21.102,85.7694,09-08-2024,17.4,4146
Bihar,Trichy,25.8283,84.0641,24-07-2024,29.8,4027
Maharashtra,Chennai,18.7451,75.836,07-09-2024,17.0,3394
Kerala,Muzaffarpur,10.2136,75.6408,10-07-2024,72.9,4207
Kerala,Kanpur,11.091,75.7208,16-09-2024,0.0,3346
Gujarat,Mumbai,23.7808,69.8838,05-06-2024,8.1,3928
West Bengal,Aurangabad,21.5702,89.3037,14-07-2024,19.7,3967
Tamil Nadu,Mumbai,10.5157,77.6759,31-08-2024,91.1,4152
Kerala,Howrah,10.9684,77.7871,16-06-2024,27.1,4061
Assam,Ujjain,25.7377,91.1852,05-10-2024,1.2,4064
Assam,Mysuru,26.3695,90.8405,10-06-2024,8.7,4385
Assam,Khammam,26.7856,90.6285,30-09-2024,37.5,4365
Gujarat,Mysuru,21.4723,72.598,18-10-2024,1.7,3376
Kerala,Bhopal,10.2628,77.3355,18-11-2024,21.5,3513
Kerala,Khammam,10.9859,75.4263,25-07-2024,154.4,5227
Gujarat,Hyderabad,22.5003,70.003,02-09-2024,70.3,4100
Odisha,Gaya,20.7083,84.4241,12-08-2024,130.2,4862
West Bengal,Ujjain,21.3761,87.6409,17-11-2024,24.1,3790
Karnataka,Jabalpur,16.6794,76.5348,19-06-2024,42.7,4058
Maharashtra,Warangal,20.6324,74.5194,01-07-2024,0.0,3355
Gujarat,Khammam,23.3244,71.7121,25-10-2024,17.9,3640
Assam,Kolkata,27.3829,92.1846,14-08-2024,114.8,5632
West Bengal,Kota,22.6319,87.2803,20-09-2024,55.1,3888
Gujarat,Lucknow,22.7849,70.6128,11-11-2024,0.5,3269
Uttar Pradesh,Coimbatore,25.4548,81.8857,01-07-2024,57.9,4377
Assam,Varanasi,25.6032,91.9117,25-09-2024,13.5,4230
Tamil Nadu,Gwalior,11.7609,79.7802,01-08-2024,102.8,4724
Kerala,Nashik,8.5314,75.7172,16-07-2024,54.0,3867
Bihar,Varanasi,26.2377,86.5029,14-11-2024,38.2,4138
Karnataka,Muzaffarpur,16.7395,76.5137,07-07-2024,62.7,3904
Assam,Udaipur,26.6855,90.2984,03-11-2024,11.9,4047
Tamil Nadu,Bhagalpur,10.4638,77.9058,12-11-2024,7.3,3116
Gujarat,Chennai,22.3802,71.919,18-09-2024,29.9,3611
Maharashtra,Bhagalpur,18.6904,75.1112,04-10-2024,0.1,3477
Uttar Pradesh,Nizamabad,26.7925,81.5911,19-07-2024,118.3,5304
Bihar,Chennai,27.3342,84.078,18-09-2024,95.0,5216
Maharashtra,Salem,18.8396,75.1443,18-07-2024,101.8,4056
Odisha,Salem,20.3802,83.2679,03-09-2024,24.9,4462
Maharashtra,Howrah,18.2304,75.1877,01-11-2024,0.0,3244
Kerala,Mysuru,10.9226,76.5778,13-10-2024,0.0,3883
Karnataka,Ajmer,16.473,74.5318,25-08-2024,47.8,4036
Assam,Kanpur,26.4586,92.9495,11-06-2024,0.0,4189
Kerala,Udaipur,10.466,75.2883,23-06-2024,79.3,4002
Karnataka,Khammam,14.4812,75.9654,14-10-2024,7.4,3563
Karnataka,Jabalpur,15.5851,74.9313,25-07-2024,80.7,3857
Assam,Coimbatore,26.5314,91.0361,12-10-2024,25.4,4359
Bihar,Udaipur,25.7107,84.0407,06-11-2024,17.7,4220
Kerala,Durgapur,8.9743,77.9519,02-07-2024,37.8,3707
Maharashtra,Darbhanga,18.5846,77.1569,07-09-2024,39.8,3834
Assam,Gaya,25.2102,90.3329,11-07-2024,169.7,6806
Karnataka,Khammam,16.0939,75.7395,07-09-2024,0.0,3141
Assam,Prayagraj,24.8366,92.7881,04-06-2024,38.0,4161
Odisha,Coimbatore,20.9114,83.7671,03-06-2024,43.2,3917
Gujarat,Howrah,23.1159,71.2055,06-07-2024,27.3,3775
Uttar Pradesh,Howrah,26.4381,81.7462,27-06-2024,75.5,4117
Tamil Nadu,Coimbatore,10.9938,79.4782,19-09-2024,99.3,4545
Bihar,Varanasi,25.234,86.1025,16-08-2024,45.4,4458
Karnataka,Hubballi,16.7616,75.9472,04-11-2024,2.0,3325
Bihar,Bhagalpur,24.8581,85.8002,17-08-2024,121.6,5528
Tamil Nadu,Jabalpur,10.0578,77.4288,18-08-2024,13.4,3273
Bihar,Gaya,24.5744,85.0989,18-06-2024,66.3,4681
Tamil Nadu,Mangaluru,11.8166,79.7903,31-10-2024,15.8,3180
Bihar,Ajmer,25.0784,84.2503,10-09-2024,85.5,4800
Gujarat,Bhagalpur,21.4818,71.11,02-11-2024,50.2,3598
Assam,Howrah,26.8692,91.0296,09-06-2024,28.2,4438
Maharashtra,Agra,19.5269,77.1268,22-09-2024,37.3,4112
Uttar Pradesh,Muzaffarpur,26.5262,80.2783,13-10-2024,10.6,4284
Maharashtra,Mangaluru,20.6839,75.9678,02-09-2024,44.5,4173
Gujarat,Lucknow,21.05,72.2039,06-09-2024,120.9,4702
Karnataka,Pune,13.9089,74.7527,12-06-2024,75.6,3910
Odisha,Bhopal,19.508,84.4826,28-07-2024,0.0,4037
Assam,Kanpur,26.0469,91.1463,02-06-2024,22.1,4490
Tamil Nadu,Pune,9.7931,77.4877,25-08-2024,38.6,3379
Gujarat,Pune,22.7298,70.1158,19-10-2024,6.5,3170
Maharashtra,Mysuru,19.9292,75.6611,16-11-2024,0.0,3471
Bihar,Warangal,26.2182,84.1405,06-07-2024,88.7,4155
Maharashtra,Mangaluru,19.6545,75.4765,27-11-2024,16.4,3406
Assam,Hubballi,25.1281,91.5753,19-10-2024,7.7,4093
Karnataka,Jabalpur,15.1444,75.3692,27-08-2024,104.1,4586
Assam,Ujjain,25.5481,91.8761,18-10-2024,0.0,3804
Gujarat,Gaya,22.3182,70.4555,16-06-2024,0.0,3320
Odisha,Ujjain,19.9511,84.1489,10-09-2024,111.4,4686
Maharashtra,Durgapur,21.1049,75.7686,04-11-2024,22.1,3720
Maharashtra,Chennai,19.8164,74.2735,24-08-2024,24.0,3623
Assam,Varanasi,26.9894,91.1385,21-11-2024,10.9,4021
Assam,Warangal,25.8186,92.8882,30-06-2024,76.7,5092
Bihar,Aurangabad,24.785,86.2679,10-09-2024,124.8,5572
West Bengal,Bhagalpur,23.2765,89.152,01-10-2024,10.4,3996
Bihar,Durgapur,25.4126,85.8445,09-07-2024,82.9,4742
Tamil Nadu,Durgapur,12.3469,79.7248,07-06-2024,83.0,4422
Odisha,Jaipur,19.8735,85.0427,09-09-2024,38.9,4206
Uttar Pradesh,Asansol,26.7579,82.3092,04-06-2024,12.7,3741
Uttar Pradesh,Karimnagar,27.4009,81.1587,06-06-2024,76.8,4170
Odisha,Nashik,20.0253,83.7785,27-08-2024,53.7,4426
Gujarat,Prayagraj,21.1674,71.5761,16-10-2024,5.7,3379
Uttar Pradesh,Khammam,26.2859,80.565,01-06-2024,19.5,3650
Kerala,Kanpur,9.8749,76.6001,20-09-2024,107.5,5271
Gujarat,Ajmer,21.9825,72.0791,28-11-2024,3.5,3299
Kerala,Udaipur,11.3154,77.4568,24-10-2024,9.9,4013
Kerala,Mysuru,8.7203,77.4543,13-10-2024,2.6,3503
Uttar Pradesh,Hyderabad,25.4972,80.7564,31-07-2024,87.4,4136
West Bengal,Aurangabad,23.5031,87.5259,24-06-2024,58.0,4400
Maharashtra,Aurangabad,20.0564,75.528,25-06-2024,46.9,4091
West Bengal,Madurai,23.5301,87.6455,05-09-2024,0.0,3588
West Bengal,Howrah,22.0731,88.1725,28-06-2024,103.0,3978
Bihar,Trichy,24.4491,86.0748,27-10-2024,0.0,4157
Bihar,Bengaluru,26.3869,84.7716,18-08-2024,20.5,4022
West Bengal,Prayagraj,22.9736,87.158,19-10-2024,39.9,3809
Kerala,Hubballi,9.5378,77.5744,28-10-2024,33.4,3563
Assam,Belagavi,27.3077,93.1159,11-10-2024,1.8,4083
Gujarat,Coimbatore,22.1388,71.8618,22-10-2024,1.8,3391
Karnataka,Chennai,14.8759,75.5098,02-10-2024,11.6,3211
Karnataka,Kolkata,16.5029,74.5903,16-08-2024,72.6,3586
Kerala,Hyderabad,11.0477,75.718,30-06-2024,25.7,3709
Kerala,Gaya,10.7256,76.2427,13-06-2024,66.1,4409
Gujarat,Patna,22.2712,71.9635,06-11-2024,0.9,3156
West Bengal,Lucknow,21.3771,89.6293,27-08-2024,122.6,5075
Maharashtra,Asansol,18.2791,75.0568,13-09-2024,71.3,4578
Gujarat,Jaipur,21.4199,69.8413,12-08-2024,57.7,4147
Karnataka,Durgapur,14.7541,76.4264,09-06-2024,0.0,3397
Karnataka,Khammam,16.3658,75.9733,28-07-2024,95.0,4455
Assam,Ajmer,27.4992,92.9207,18-06-2024,63.6,4686
Uttar Pradesh,Bhagalpur,27.1743,81.3725,22-07-2024,53.8,4180
Tamil Nadu,Hubballi,12.5978,80.176,22-06-2024,52.3,3810
Gujarat,Kolkata,20.8787,71.001,22-07-2024,110.7,3945
Kerala,Ajmer,10.4239,75.9857,21-11-2024,1.6,3427
West Bengal,Trichy,23.4606,87.6708,16-09-2024,97.0,5331
Tamil Nadu,Kanpur,11.833,79.986,08-09-2024,80.2,3927
Bihar,Khammam,26.1091,86.2129,23-10-2024,9.3,3865
Odisha,Belagavi,21.5889,85.414,17-10-2024,2.4,3645
Tamil Nadu,Alwar,11.9362,77.6073,28-07-2024,33.2,3513
Maharashtra,Hyderabad,20.7475,75.7311,09-10-2024,0.0,3532
Bihar,Coimbatore,27.0189,84.0402,16-10-2024,7.8,3857
Gujarat,Nagpur,23.2504,69.7466,29-09-2024,0.0,3270
Tamil Nadu,Pune,10.9338,79.1575,19-09-2024,66.5,4153
Kerala,Lucknow,11.1375,75.3116,31-08-2024,0.0,3498
Gujarat,Mumbai,23.607,72.3089,05-11-2024,37.4,3436
Bihar,Kanpur,25.3938,85.5845,31-08-2024,38.0,4348
Kerala,Patna,10.2293,75.7037,01-07-2024,4.5,3606
Gujarat,Nagpur,22.9621,71.9162,27-09-2024,110.7,4338
Kerala,Nizamabad,8.578,77.5917,09-11-2024,22.2,4246
Gujarat,Hubballi,23.6778,72.6742,16-10-2024,2.4,3147
Bihar,Warangal,27.3395,85.8317,30-07-2024,48.6,4870
Odisha,Durgapur,19.8977,84.5808,31-07-2024,98.8,4591
Tamil Nadu,Asansol,11.2024,79.4548,03-09-2024,78.5,4404
Odisha,Nashik,21.4276,83.5009,11-06-2024,71.2,4050
West Bengal,Jaipur,22.4403,89.1282,06-11-2024,3.2,3576
Odisha,Kota,20.2503,84.4447,11-11-2024,12.1,3952
Odisha,Kanpur,20.3276,85.6609,27-08-2024,45.0,4122
Kerala,Nizamabad,10.2246,76.1971,14-11-2024,1.1,3361
West Bengal,Lucknow,22.2365,87.3313,18-09-2024,82.9,3999
Gujarat,Kota,23.6102,70.1695,21-08-2024,144.4,4851
Karnataka,Pune,15.9339,74.6637,09-06-2024,20.8,3978
Assam,Kota,27.6591,92.6948,31-08-2024,0.0,3925
Uttar Pradesh,Salem,25.7791,82.0244,02-06-2024,13.6,3982
Uttar Pradesh,Warangal,27.3955,80.8263,19-10-2024,26.9,4105
Assam,Ujjain,27.1657,91.9869,29-09-2024,101.6,5077
Tamil Nadu,Ujjain,11.0504,79.8172,12-07-2024,65.4,3573
Karnataka,Karimnagar,14.3355,75.6751,11-08-2024,85.9,3646
Tamil Nadu,Howrah,10.6508,78.9327,09-06-2024,0.0,3270
Maharashtra,Nizamabad,20.5187,75.1028,13-06-2024,53.3,4107
Karnataka,Agra,14.667,77.0904,11-07-2024,26.2,3720
Kerala,Mumbai,9.3664,77.5289,14-08-2024,115.9,4968
Odisha,Kanpur,21.1501,84.5796,07-06-2024,91.9,4096
Tamil Nadu,Hubballi,12.4302,78.3131,16-06-2024,27.3,3208
Assam,Chennai,25.9748,93.1644,09-07-2024,61.4,4608
West Bengal,Muzaffarpur,22.6552,89.3597,02-07-2024,3.2,3895
Assam,Ujjain,25.6524,91.0225,27-08-2024,78.6,4856
West Bengal,Hyderabad,23.5736,87.7666,21-09-2024,79.1,4640
Assam,Jaipur,25.2905,90.4495,29-07-2024,0.0,3959
Maharashtra,Patna,20.9077,75.2821,04-10-2024,25.6,3594
West Bengal,Nagpur,23.8833,89.723,08-06-2024,95.2,3936
Bihar,Hubballi,24.9708,85.9988,04-07-2024,39.6,4300
Uttar Pradesh,Nashik,26.0762,81.377,29-08-2024,49.6,4517
Uttar Pradesh,Prayagraj,27.5581,79.6136,05-11-2024,19.1,3866
Gujarat,Bhopal,22.7215,71.8559,29-07-2024,28.4,3628
Karnataka,Belagavi,14.9355,76.1349,09-06-2024,55.5,3928
Uttar Pradesh,Salem,25.643,80.9774,20-07-2024,7.7,3644
Assam,Udaipur,25.9761,92.8334,11-08-2024,0.8,4065
Uttar Pradesh,Prayagraj,26.8421,80.4985,03-09-2024,31.8,4414
Gujarat,Lucknow,22.8981,71.2417,17-06-2024,35.2,3544
Maharashtra,Mysuru,20.0267,75.4005,11-11-2024,2.2,3248
Gujarat,Warangal,21.9863,71.0502,27-07-2024,99.1,4377
Bihar,Madurai,25.4532,85.9044,12-11-2024,14.7,4010
Karnataka,Salem,14.2156,75.8879,15-08-2024,58.3,3903
Tamil Nadu,Trichy,11.6957,79.6201,23-07-2024,96.6,4617
Gujarat,Nizamabad,23.5996,72.5933,26-10-2024,4.9,3634
West Bengal,Bhagalpur,22.6689,89.6915,11-07-2024,0.0,4051
Tamil Nadu,Pune,11.8669,79.9397,10-08-2024,34.0,3613
Bihar,Hyderabad,24.8256,86.3133,01-07-2024,16.6,4044
Gujarat,Karimnagar,21.9659,70.3337,06-06-2024,0.6,3432
Uttar Pradesh,Hyderabad,26.136,79.9774,14-09-2024,0.0,3979
Karnataka,Trichy,15.3365,77.0815,12-08-2024,17.0,3388
Assam,Asansol,26.7208,92.1645,09-11-2024,9.6,4042
West Bengal,Bengaluru,23.6114,88.6778,06-09-2024,120.1,5270
Maharashtra,Ujjain,19.9332,76.4586,20-09-2024,65.4,3967
Tamil Nadu,Bhagalpur,12.0362,78.5901,04-09-2024,117.9,4411
Uttar Pradesh,Indore,25.5076,81.6317,22-11-2024,0.0,3615
Maharashtra,Howrah,19.2348,74.45,18-08-2024,77.7,3683
Kerala,Patna,10.2837,77.1238,01-09-2024,15.1,3550
Gujarat,Mangaluru,23.57,71.913,29-10-2024,18.3,3644
Tamil Nadu,Hyderabad,10.2021,78.1388,10-07-2024,69.8,3933
Assam,Khammam,27.6966,92.6672,29-10-2024,22.6,4170
Bihar,Nashik,26.8492,84.0942,26-09-2024,93.4,4760
Gujarat,Mysuru,21.1161,72.0885,17-07-2024,37.3,3383
Odisha,Ujjain,19.5621,85.0489,12-10-2024,0.0,3581
Uttar Pradesh,Ujjain,25.7777,80.4215,31-10-2024,20.7,4361
Uttar Pradesh,Darbhanga,25.8102,80.518,06-06-2024,51.1,4561
Maharashtra,Mumbai,18.9673,74.7278,25-10-2024,5.6,3292
Maharashtra,Trichy,18.9152,77.0312,30-10-2024,37.6,3546
Odisha,Nagpur,19.989,84.5441,02-11-2024,13.2,3868
Bihar,Asansol,24.9782,84.2649,02-09-2024,27.6,4157
Maharashtra,Varanasi,18.7665,75.1406,23-06-2024,49.1,3612
Assam,Salem,25.5192,92.4569,05-08-2024,43.9,4148
Bihar,Chennai,26.1008,84.5916,09-07-2024,14.3,4232
Tamil Nadu,Madurai,10.4519,79.8802,05-09-2024,63.3,3680
Tamil Nadu,Madurai,11.9033,80.0367,27-11-2024,19.0,3448
Uttar Pradesh,Nizamabad,27.0293,80.1206,29-07-2024,24.5,4280
Odisha,Khammam,21.8661,84.8963,08-11-2024,25.3,3878
West Bengal,Hyderabad,22.8873,87.6053,10-06-2024,33.3,4127
Uttar Pradesh,Agra,25.6033,81.4351,09-10-2024,16.4,3990
Odisha,Warangal,21.0335,86.0636,13-11-2024,7.5,3740
Kerala,Agra,11.3825,76.394,19-11-2024,4.7,3409
Uttar Pradesh,Nashik,25.467,80.4762,27-08-2024,109.4,4570
Odisha,Lucknow,21.2241,83.3192,13-11-2024,30.9,4280
Tamil Nadu,Patna,10.2448,77.9009,30-08-2024,12.9,3641
Assam,Patna,25.4166,90.9294,23-07-2024,0.0,4065
Gujarat,Indore,23.4005,70.4559,06-11-2024,21.7,3445
West Bengal,Jaipur,22.0191,89.6206,24-08-2024,2.3,3570
Bihar,Pune,25.0386,84.8398,20-07-2024,31.9,4165
Assam,Nagpur,26.6212,91.9167,04-07-2024,40.4,4511
Bihar,Asansol,25.3398,85.4322,09-08-2024,59.1,4494
Uttar Pradesh,Prayagraj,27.409,81.5776,18-08-2024,84.7,4137
Maharashtra,Kota,18.5725,77.0271,16-06-2024,105.7,4066
Odisha,Indore,21.5922,85.4068,21-07-2024,81.6,4435
Karnataka,Mangaluru,14.0864,76.4173,12-10-2024,6.8,3260
Kerala,Jaipur,10.3031,76.2422,12-10-2024,13.2,3719
Gujarat,Pune,23.1615,71.9867,21-07-2024,9.1,3472
Kerala,Agra,11.163,77.5252,24-06-2024,42.9,3637
Gujarat,Ujjain,21.376,72.001,12-11-2024,6.7,3559
Gujarat,Alwar,21.7289,72.3179,14-08-2024,61.0,3795
Maharashtra,Nagpur,21.1593,76.6365,14-11-2024,0.0,3567
Odisha,Aurangabad,21.8386,83.6726,21-07-2024,54.7,4743
Odisha,Pune,19.713,84.9394,19-06-2024,77.6,4379
Kerala,Darbhanga,9.5485,75.1706,29-10-2024,8.2,3657
Gujarat,Coimbatore,22.5581,72.5404,27-06-2024,86.9,4385
Gujarat,Nagpur,21.526,72.6171,17-06-2024,27.8,3455
Maharashtra,Varanasi,20.5636,74.2307,03-07-2024,63.2,4618
Gujarat,Pune,22.4,72.5781,16-06-2024,22.1,3674
Assam,Mumbai,27.4708,92.8944,05-06-2024,83.1,4759
Odisha,Chennai,20.385,84.1389,08-06-2024,0.0,3840
Uttar Pradesh,Trichy,26.2024,80.4191,15-06-2024,38.3,4420
Odisha,Karimnagar,19.4108,84.0341,11-11-2024,0.2,3474
Odisha,Coimbatore,20.9531,83.3653,15-11-2024,0.0,3994
Tamil Nadu,Darbhanga,9.9204,79.3522,13-09-2024,28.1,3262
Odisha,Patna,20.8674,84.4576,07-06-2024,111.4,4063
Gujarat,Asansol,22.6347,69.7522,16-06-2024,21.0,3432
Kerala,Hyderabad,8.6828,75.0528,14-11-2024,17.2,3631
Maharashtra,Nashik,19.3108,76.497,05-07-2024,85.0,5177
Odisha,Kota,20.1742,83.7074,10-10-2024,13.5,3849
Kerala,Belagavi,9.6251,75.8267,19-11-2024,0.2,3897
Gujarat,Kolkata,22.7971,72.2993,16-06-2024,100.2,3840
Kerala,Salem,10.5451,77.4136,26-10-2024,42.5,3966
Odisha,Alwar,21.6097,84.432,05-11-2024,5.8,3550
Karnataka,Durgapur,15.996,75.2581,02-09-2024,53.9,3997
Uttar Pradesh,Hubballi,26.7217,79.5163,27-08-2024,63.1,4526
Bihar,Trichy,24.9986,83.9718,02-09-2024,133.3,5711
Bihar,Gwalior,26.5849,84.8157,05-06-2024,63.4,4931
Assam,Nagpur,26.6516,91.2612,25-11-2024,10.4,3937
Kerala,Hubballi,10.9606,75.1098,12-11-2024,16.4,3543
Maharashtra,Howrah,20.5914,76.702,05-07-2024,70.5,4131
Tamil Nadu,Agra,11.5146,78.7897,04-08-2024,68.1,4318
Assam,Gaya,26.1113,93.0593,04-06-2024,94.5,5007
Maharashtra,Ujjain,21.1588,74.3583,05-11-2024,23.5,3522
Uttar Pradesh,Mysuru,28.2363,79.9541,26-11-2024,9.1,3931
Tamil Nadu,Durgapur,11.6506,79.463,30-06-2024,89.6,4559
Tamil Nadu,Mysuru,12.3836,79.2109,01-10-2024,0.0,3003
West Bengal,Alwar,22.3395,87.3592,09-09-2024,154.1,5678
Uttar Pradesh,Aurangabad,27.7214,79.4394,24-09-2024,39.2,3824
Gujarat,Gaya,23.5804,70.8896,18-07-2024,80.0,3989
Gujarat,Coimbatore,23.0677,72.3215,28-09-2024,58.0,3716
West Bengal,Coimbatore,21.7892,87.097,30-07-2024,5.6,3550
Gujarat,Lucknow,22.1722,72.1993,13-11-2024,0.0,3384
Maharashtra,Coimbatore,19.3359,74.3342,25-11-2024,14.6,3631
Gujarat,Agra,20.9882,72.217,08-06-2024,41.7,3484
Gujarat,Nagpur,21.8087,71.2979,17-11-2024,0.0,3418
Uttar Pradesh,Mysuru,26.0819,81.5665,07-10-2024,7.2,4236
Karnataka,Madurai,15.2717,76.0475,14-10-2024,7.2,3164
Karnataka,Patna,15.6842,77.1173,06-09-2024,46.1,3741
Bihar,Mysuru,24.597,86.0525,07-09-2024,47.3,4146
Odisha,Lucknow,20.7479,84.0154,18-07-2024,87.0,4540
Uttar Pradesh,Jaipur,25.8647,79.6035,29-06-2024,13.5,3631
Gujarat,Siliguri,21.8083,69.8339,25-07-2024,12.4,3238
Maharashtra,Chennai,19.0535,74.8459,01-09-2024,35.4,3929
West Bengal,Nagpur,23.9477,88.0045,01-08-2024,135.7,4462
Karnataka,Durgapur,14.6055,75.3528,23-07-2024,3.7,3262
Kerala,Pune,9.2237,77.2271,22-11-2024,0.0,3680
Tamil Nadu,Kota,12.4514,79.947,19-07-2024,31.5,3965
Bihar,Gaya,26.9152,86.107,05-07-2024,134.1,5669
West Bengal,Alwar,21.8207,88.5702,06-09-2024,81.1,4791
Maharashtra,Nizamabad,18.6233,74.8927,11-07-2024,74.5,4929
Gujarat,Bhagalpur,22.1877,71.1745,16-07-2024,17.8,3487
Gujarat,Darbhanga,21.9006,71.7347,30-06-2024,105.9,4940
Odisha,Aurangabad,22.3018,85.4789,13-07-2024,45.8,4133
Bihar,Hyderabad,24.4717,85.2825,29-08-2024,30.8,3956
Uttar Pradesh,Kanpur,27.5704,81.6176,30-06-2024,80.9,4248
Tamil Nadu,Kota,11.773,80.0646,02-07-2024,126.3,3849
West Bengal,Ujjain,22.3518,87.6903,23-10-2024,0.0,3507
Uttar Pradesh,Jaipur,27.0641,79.4872,24-07-2024,49.9,4781
Assam,Hyderabad,27.021,91.179,11-10-2024,44.5,4491
Gujarat,Howrah,21.2494,69.8756,03-06-2024,107.9,4602
Assam,Prayagraj,25.6118,91.0134,24-08-2024,16.2,4092
Odisha,Kanpur,21.508,85.402,02-08-2024,39.9,4117
Bihar,Mysuru,27.308,85.3953,08-08-2024,77.7,4732
Assam,Lucknow,26.8595,90.5627,05-08-2024,51.0,4473
Bihar,Indore,26.9421,84.9839,18-11-2024,0.0,3877
Gujarat,Hubballi,20.8661,69.7615,20-08-2024,37.2,3633
Kerala,Mangaluru,11.3568,75.7631,15-09-2024,51.7,4406
Maharashtra,Gaya,20.9883,75.9513,16-08-2024,0.0,3430
Kerala,Hyderabad,11.4832,75.4113,13-08-2024,9.7,3441
Karnataka,Asansol,13.9956,75.7724,09-08-2024,48.5,3400
Assam,Salem,25.7118,92.5581,15-11-2024,0.0,3992
Assam,Asansol,27.0057,92.4635,12-09-2024,116.4,5378
Bihar,Karimnagar,25.4608,86.1795,15-09-2024,43.1,4210
Tamil Nadu,Pune,9.7757,79.9959,20-11-2024,0.0,3526
Assam,Madurai,25.9121,92.2008,26-09-2024,63.3,4787
Karnataka,Hyderabad,14.6487,76.1609,06-09-2024,85.0,4793
Uttar Pradesh,Nizamabad,27.2,80.3122,04-08-2024,142.5,5502
Karnataka,Lucknow,14.3083,76.8365,15-11-2024,6.3,3511
West Bengal,Varanasi,22.7996,87.1268,10-07-2024,18.4,3847
Maharashtra,Aurangabad,21.0144,76.0283,18-06-2024,88.2,3847
Maharashtra,Mumbai,20.9803,77.117,30-06-2024,17.0,3718
Odisha,Kanpur,22.0253,84.1209,21-06-2024,56.0,4600
West Bengal,Mumbai,22.7587,89.1637,08-10-2024,15.9,4116
Uttar Pradesh,Alwar,27.2064,82.2757,13-09-2024,27.8,3944
Maharashtra,Indore,19.1356,74.6004,09-10-2024,18.1,3661
Gujarat,Gwalior,22.8595,71.8315,08-11-2024,6.3,3570
Gujarat,Kota,21.6155,72.3474,21-06-2024,0.0,3335
Uttar Pradesh,Lucknow,25.953,80.8423,13-08-2024,112.1,5497
Maharashtra,Howrah,20.5842,76.9463,23-11-2024,0.0,3453
Maharashtra,Kanpur,18.9216,76.3409,03-08-2024,97.9,4809
Odisha,Gaya,19.825,83.8816,19-11-2024,14.0,3655
Maharashtra,Nagpur,20.1967,75.0948,27-08-2024,77.8,4284
Bihar,Nizamabad,24.8043,85.7558,19-07-2024,30.8,4621
Karnataka,Trichy,15.5314,75.5944,07-06-2024,59.0,3495
Assam,Hyderabad,25.897,90.6838,07-07-2024,130.5,5720
Karnataka,Siliguri,14.3267,76.3581,20-06-2024,50.9,3695
West Bengal,Jabalpur,23.1997,87.6005,10-07-2024,0.0,3589
Odisha,Jabalpur,22.0237,83.2098,13-07-2024,61.1,3950
